step,x,y
2141,30,39
2142,30,38
2143,30,37
2144,30,36
2145,31,36
2146,31,37
2147,31,38
2148,32,38
2149,32,37
2150,32,36
2151,32,35
2152,32,34
2153,33,34
2154,33,35
2155,33,36
2156,33,37
2157,33,38
2158,34,38
2159,34,37
2160,34,36
2161,34,35
2162,34,34
2163,35,34
2164,35,35
2165,35,36
2166,35,37
2167,35,38
2168,36,38
2169,36,39
2170,37,39
2171,37,38
2172,37,37
2173,36,37
2174,36,36
2175,37,36
2176,37,35
2177,36,35
2178,36,34
2179,37,34
2180,38,34
2181,38,35
2182,38,36
2183,38,37
2184,39,37
2185,39,36
2186,39,35
2187,39,34
2188,40,34
2189,40,35
2190,41,35
2191,41,34
2192,42,34
2193,42,35
2194,42,36
2195,41,36
2196,40,36
2197,40,37
2198,41,37
2199,42,37
2200,42,38
2201,41,38
2202,40,38
2203,39,38
2204,38,38
2205,38,39
2206,39,39
2207,40,39
2208,41,39
2209,42,39
2210,42,40
2211,41,40
2212,40,40
2213,39,40
2214,38,40
2215,37,40
2216,36,40
2217,36,41
2218,37,41
2219,38,41
2220,39,41
2221,40,41
2222,41,41
2223,42,41
2224,42,42
2225,41,42
2226,40,42
2227,39,42
2228,38,42
2229,37,42
2230,36,42
2231,36,43
2232,36,44
2233,37,44
2234,37,43
2235,38,43
2236,38,44
2237,39,44
2238,39,43
2239,40,43
2240,40,44
2241,41,44
2242,41,43
2243,42,43
2244,42,44
2245,42,45
2246,42,46
2247,41,46
2248,41,45
2249,40,45
2250,40,46
2251,39,46
2252,39,45
2253,38,45
2254,38,46
2255,37,46
2256,37,45
2257,36,45
2258,36,46
2259,36,47
2260,37,47
2261,38,47
2262,39,47
2263,40,47
2264,41,47
2265,42,47
2266,42,48
2267,41,48
2268,40,48
2269,39,48
2270,38,48
2271,37,48
2272,36,48
2273,36,49
2274,37,49
2275,38,49
2276,39,49
2277,40,49
2278,41,49
2279,42,49
2280,42,50
2281,41,50
2282,40,50
2283,39,50
2284,38,50
2285,37,50
2286,36,50
2287,36,51
2288,37,51
2289,38,51
2290,39,51
2291,40,51
2292,41,51
2293,42,51
2294,42,52
2295,41,52
2296,40,52
2297,39,52
2298,38,52
2299,37,52
2300,36,52
2301,36,53
2302,37,53
2303,38,53
2304,39,53
2305,40,53
2306,41,53
2307,42,53
2308,42,54
2309,41,54
2310,40,54
2311,39,54
2312,38,54
2313,37,54
2314,36,54
2315,36,55
2316,37,55
2317,38,55
2318,39,55
2319,40,55
2320,41,55
2321,42,55
2322,42,56
2323,41,56
2324,40,56
2325,39,56
2326,38,56
2327,37,56
2328,36,56
2329,36,57
2330,37,57
2331,38,57
2332,39,57
2333,40,57
2334,41,57
2335,42,57
2336,42,58
2337,41,58
2338,40,58
2339,39,58
2340,38,58
2341,37,58
2342,36,58
2343,36,59
2344,36,60
2345,37,60
2346,37,59
2347,38,59
2348,38,60
2349,38,61
2350,37,61
2351,36,61
2352,36,62
2353,36,63
2354,37,63
2355,37,62
2356,38,62
2357,38,63
2358,39,63
2359,39,62
2360,39,61
2361,39,60
2362,39,59
2363,40,59
2364,40,60
2365,40,61
2366,40,62
2367,40,63
2368,41,63
2369,41,62
2370,41,61
2371,41,60
2372,41,59
2373,42,59
2374,42,60
2375,42,61
2376,42,62
2377,42,63
2378,43,63
2379,43,62
2380,43,61
2381,44,61
2382,44,62
2383,44,63
2384,45,63
2385,45,62
2386,45,61
2387,45,60
2388,44,60
2389,43,60
2390,43,59
2391,43,58
2392,44,58
2393,44,59
2394,45,59
2395,45,58
2396,45,57
2397,44,57
2398,43,57
2399,43,56
2400,44,56
2401,45,56
2402,45,55
2403,44,55
2404,43,55
2405,43,54
2406,44,54
2407,45,54
2408,45,53
2409,44,53
2410,43,53
2411,43,52
2412,44,52
2413,45,52
2414,45,51
2415,44,51
2416,43,51
2417,43,50
2418,44,50
2419,45,50
2420,45,49
2421,44,49
2422,43,49
2423,43,48
2424,44,48
2425,44,47
2426,43,47
2427,43,46
2428,44,46
2429,45,46
2430,45,47
2431,45,48
2432,46,48
2433,46,47
2434,46,46
2435,47,46
2436,47,47
2437,47,48
2438,48,48
2439,48,47
2440,48,46
2441,49,46
2442,50,46
2443,50,47
2444,49,47
2445,49,48
2446,50,48
2447,50,49
2448,49,49
2449,48,49
2450,47,49
2451,46,49
2452,46,50
2453,47,50
2454,48,50
2455,49,50
2456,50,50
2457,50,51
2458,49,51
2459,48,51
2460,47,51
2461,46,51
2462,46,52
2463,46,53
2464,47,53
2465,47,52
2466,48,52
2467,48,53
2468,49,53
2469,49,52
2470,50,52
2471,50,53
2472,50,54
2473,49,54
2474,48,54
2475,47,54
2476,46,54
2477,46,55
2478,47,55
2479,48,55
2480,49,55
2481,50,55
2482,50,56
2483,49,56
2484,48,56
2485,47,56
2486,46,56
2487,46,57
2488,47,57
2489,48,57
2490,49,57
2491,50,57
2492,50,58
2493,49,58
2494,48,58
2495,47,58
2496,46,58
2497,46,59
2498,47,59
2499,48,59
2500,49,59
2501,50,59
2502,50,60
2503,49,60
2504,48,60
2505,47,60
2506,46,60
2507,46,61
2508,47,61
2509,47,62
2510,46,62
2511,46,63
2512,47,63
2513,48,63
2514,48,62
2515,48,61
2516,49,61
2517,50,61
2518,50,62
2519,49,62
2520,49,63
2521,50,63
2522,51,63
2523,51,62
2524,52,62
2525,52,63
2526,53,63
2527,53,62
2528,53,61
2529,52,61
2530,51,61
2531,51,60
2532,52,60
2533,53,60
2534,53,59
2535,52,59
2536,51,59
2537,51,58
2538,52,58
2539,53,58
2540,53,57
2541,52,57
2542,51,57
2543,51,56
2544,51,55
2545,52,55
2546,52,56
2547,53,56
2548,53,55
2549,54,55
2550,54,56
2551,55,56
2552,55,55
2553,56,55
2554,56,56
2555,56,57
2556,55,57
2557,54,57
2558,54,58
2559,55,58
2560,56,58
2561,56,59
2562,55,59
2563,54,59
2564,54,60
2565,55,60
2566,56,60
2567,56,61
2568,55,61
2569,54,61
2570,54,62
2571,54,63
2572,55,63
2573,55,62
2574,56,62
2575,56,63
2576,57,63
2577,58,63
2578,58,62
2579,57,62
2580,57,61
2581,58,61
2582,58,60
2583,57,60
2584,57,59
2585,57,58
2586,58,58
2587,58,59
2588,59,59
2589,59,58
2590,60,58
2591,60,59
2592,60,60
2593,59,60
2594,59,61
2595,60,61
2596,60,62
2597,59,62
2598,59,63
2599,60,63
2600,61,63
2601,62,63
2602,63,63
2603,63,62
2604,62,62
2605,61,62
2606,61,61
2607,61,60
2608,62,60
2609,62,61
2610,63,61
2611,63,60
2612,63,59
2613,62,59
2614,61,59
2615,61,58
2616,62,58
2617,63,58
2618,63,57
2619,63,56
2620,62,56
2621,62,57
2622,61,57
2623,61,56
2624,60,56
2625,60,57
2626,59,57
2627,59,56
2628,58,56
2629,58,57
2630,57,57
2631,57,56
2632,57,55
2633,58,55
2634,59,55
2635,60,55
2636,61,55
2637,62,55
2638,63,55
2639,63,54
2640,62,54
2641,61,54
2642,61,53
2643,62,53
2644,63,53
2645,63,52
2646,63,51
2647,62,51
2648,62,52
2649,61,52
2650,61,51
2651,60,51
2652,60,52
2653,60,53
2654,60,54
2655,59,54
2656,59,53
2657,59,52
2658,59,51
2659,58,51
2660,58,52
2661,58,53
2662,58,54
2663,57,54
2664,57,53
2665,57,52
2666,57,51
2667,56,51
2668,56,52
2669,56,53
2670,56,54
2671,55,54
2672,55,53
2673,55,52
2674,54,52
2675,54,53
2676,54,54
2677,53,54
2678,52,54
2679,51,54
2680,51,53
2681,52,53
2682,53,53
2683,53,52
2684,52,52
2685,51,52
2686,51,51
2687,52,51
2688,53,51
2689,54,51
2690,55,51
2691,55,50
2692,54,50
2693,53,50
2694,52,50
2695,51,50
2696,51,49
2697,52,49
2698,53,49
2699,53,48
2700,52,48
2701,51,48
2702,51,47
2703,51,46
2704,52,46
2705,52,47
2706,53,47
2707,53,46
2708,54,46
2709,54,47
2710,54,48
2711,54,49
2712,55,49
2713,55,48
2714,55,47
2715,55,46
2716,56,46
2717,56,47
2718,56,48
2719,56,49
2720,56,50
2721,57,50
2722,57,49
2723,57,48
2724,57,47
2725,57,46
2726,58,46
2727,58,47
2728,58,48
2729,58,49
2730,58,50
2731,59,50
2732,59,49
2733,59,48
2734,60,48
2735,60,49
2736,60,50
2737,61,50
2738,62,50
2739,63,50
2740,63,49
2741,62,49
2742,61,49
2743,61,48
2744,62,48
2745,63,48
2746,63,47
2747,62,47
2748,61,47
2749,60,47
2750,59,47
2751,59,46
2752,60,46
2753,61,46
2754,62,46
2755,63,46
2756,63,45
2757,62,45
2758,61,45
2759,60,45
2760,60,44
2761,61,44
2762,62,44
2763,63,44
2764,63,43
2765,62,43
2766,62,42
2767,63,42
2768,63,41
2769,62,41
2770,61,41
2771,61,42
2772,61,43
2773,60,43
2774,60,42
2775,60,41
2776,59,41
2777,59,42
2778,59,43
2779,59,44
2780,59,45
2781,58,45
2782,58,44
2783,58,43
2784,58,42
2785,58,41
2786,57,41
2787,57,42
2788,57,43
2789,57,44
2790,57,45
2791,56,45
2792,56,44
2793,56,43
2794,56,42
2795,56,41
2796,55,41
2797,55,42
2798,55,43
2799,55,44
2800,55,45
2801,54,45
2802,54,44
2803,54,43
2804,54,42
2805,54,41
2806,53,41
2807,53,42
2808,53,43
2809,53,44
2810,53,45
2811,52,45
2812,51,45
2813,51,44
2814,52,44
2815,52,43
2816,51,43
2817,51,42
2818,52,42
2819,52,41
2820,51,41
2821,50,41
2822,49,41
2823,49,42
2824,50,42
2825,50,43
2826,49,43
2827,49,44
2828,50,44
2829,50,45
2830,49,45
2831,48,45
2832,48,44
2833,48,43
2834,48,42
2835,48,41
2836,47,41
2837,47,42
2838,47,43
2839,47,44
2840,47,45
2841,46,45
2842,46,44
2843,46,43
2844,45,43
2845,45,44
2846,45,45
2847,44,45
2848,43,45
2849,43,44
2850,44,44
2851,44,43
2852,43,43
2853,43,42
2854,44,42
2855,45,42
2856,46,42
2857,46,41
2858,45,41
2859,44,41
2860,43,41
2861,43,40
2862,44,40
2863,45,40
2864,46,40
2865,46,39
2866,45,39
2867,44,39
2868,43,39
2869,43,38
2870,44,38
2871,45,38
2872,46,38
2873,46,37
2874,45,37
2875,44,37
2876,43,37
2877,43,36
2878,44,36
2879,44,35
2880,43,35
2881,43,34
2882,44,34
2883,45,34
2884,45,35
2885,45,36
2886,46,36
2887,46,35
2888,46,34
2889,47,34
2890,47,35
2891,47,36
2892,47,37
2893,47,38
2894,47,39
2895,47,40
2896,48,40
2897,48,39
2898,48,38
2899,48,37
2900,48,36
2901,48,35
2902,48,34
2903,49,34
2904,49,35
2905,49,36
2906,49,37
2907,49,38
2908,49,39
2909,49,40
2910,50,40
2911,50,39
2912,50,38
2913,50,37
2914,50,36
2915,50,35
2916,50,34
2917,51,34
2918,51,35
2919,51,36
2920,51,37
2921,51,38
2922,51,39
2923,51,40
2924,52,40
2925,52,39
2926,52,38
2927,52,37
2928,52,36
2929,52,35
2930,52,34
2931,53,34
2932,53,35
2933,53,36
2934,53,37
2935,53,38
2936,53,39
2937,53,40
2938,54,40
2939,55,40
2940,55,39
2941,54,39
2942,54,38
2943,55,38
2944,55,37
2945,54,37
2946,54,36
2947,55,36
2948,55,35
2949,54,35
2950,54,34
2951,55,34
2952,56,34
2953,56,35
2954,56,36
2955,57,36
2956,57,37
2957,56,37
2958,56,38
2959,57,38
2960,57,39
2961,56,39
2962,56,40
2963,57,40
2964,58,40
2965,58,39
2966,58,38
2967,58,37
2968,58,36
2969,59,36
2970,59,37
2971,59,38
2972,59,39
2973,59,40
2974,60,40
2975,60,39
2976,60,38
2977,61,38
2978,61,39
2979,61,40
2980,62,40
2981,63,40
2982,63,39
2983,62,39
2984,62,38
2985,63,38
2986,63,37
2987,62,37
2988,61,37
2989,60,37
2990,60,36
2991,61,36
2992,62,36
2993,63,36
2994,63,35
2995,63,34
2996,62,34
2997,62,35
2998,61,35
2999,61,34
3000,60,34
3001,60,35
3002,59,35
3003,58,35
3004,57,35
3005,57,34
3006,58,34
3007,59,34
3008,59,33
3009,58,33
3010,57,33
3011,57,32
3012,58,32
3013,59,32
3014,60,32
3015,60,33
3016,61,33
3017,61,32
3018,62,32
3019,62,33
3020,63,33
3021,63,32
3022,63,31
3023,62,31
3024,61,31
3025,61,30
3026,62,30
3027,63,30
3028,63,29
3029,63,28
3030,62,28
3031,62,29
3032,61,29
3033,61,28
3034,60,28
3035,60,29
3036,60,30
3037,60,31
3038,59,31
3039,59,30
3040,59,29
3041,59,28
3042,58,28
3043,58,29
3044,58,30
3045,58,31
3046,57,31
3047,57,30
3048,57,29
3049,57,28
3050,56,28
3051,56,29
3052,56,30
3053,56,31
3054,56,32
3055,56,33
3056,55,33
3057,55,32
3058,55,31
3059,55,30
3060,55,29
3061,55,28
3062,55,27
3063,54,27
3064,54,28
3065,54,29
3066,54,30
3067,54,31
3068,54,32
3069,54,33
3070,53,33
3071,53,32
3072,53,31
3073,53,30
3074,53,29
3075,53,28
3076,53,27
3077,52,27
3078,52,28
3079,52,29
3080,52,30
3081,52,31
3082,52,32
3083,52,33
3084,51,33
3085,51,32
3086,51,31
3087,51,30
3088,51,29
3089,51,28
3090,51,27
3091,50,27
3092,50,28
3093,50,29
3094,50,30
3095,50,31
3096,50,32
3097,50,33
3098,49,33
3099,49,32
3100,49,31
3101,49,30
3102,49,29
3103,49,28
3104,49,27
3105,48,27
3106,48,28
3107,48,29
3108,48,30
3109,48,31
3110,48,32
3111,48,33
3112,47,33
3113,47,32
3114,47,31
3115,47,30
3116,47,29
3117,47,28
3118,47,27
3119,46,27
3120,46,28
3121,46,29
3122,46,30
3123,46,31
3124,46,32
3125,46,33
3126,45,33
3127,45,32
3128,45,31
3129,45,30
3130,45,29
3131,45,28
3132,45,27
3133,44,27
3134,44,28
3135,44,29
3136,44,30
3137,44,31
3138,44,32
3139,44,33
3140,43,33
3141,43,32
3142,43,31
3143,43,30
3144,43,29
3145,43,28
3146,43,27
3147,42,27
3148,42,28
3149,42,29
3150,42,30
3151,42,31
3152,42,32
3153,42,33
3154,41,33
3155,41,32
3156,41,31
3157,41,30
3158,41,29
3159,41,28
3160,41,27
3161,40,27
3162,40,28
3163,40,29
3164,40,30
3165,40,31
3166,40,32
3167,40,33
3168,39,33
3169,39,32
3170,39,31
3171,39,30
3172,39,29
3173,39,28
3174,39,27
3175,38,27
3176,38,28
3177,38,29
3178,38,30
3179,38,31
3180,38,32
3181,38,33
3182,37,33
3183,37,32
3184,37,31
3185,37,30
3186,37,29
3187,37,28
3188,37,27
3189,36,27
3190,36,28
3191,36,29
3192,36,30
3193,36,31
3194,36,32
3195,36,33
3196,35,33
3197,35,32
3198,35,31
3199,34,31
3200,34,32
3201,34,33
3202,33,33
3203,32,33
3204,32,32
3205,33,32
3206,33,31
3207,32,31
3208,32,30
3209,33,30
3210,34,30
3211,35,30
3212,35,29
3213,34,29
3214,33,29
3215,32,29
3216,32,28
3217,33,28
3218,34,28
3219,35,28
3220,35,27
3221,34,27
3222,33,27
3223,32,27
3224,32,26
3225,32,25
3226,33,25
3227,33,26
3228,34,26
3229,34,25
3230,34,24
3231,33,24
3232,32,24
3233,32,23
3234,32,22
3235,33,22
3236,33,23
3237,34,23
3238,34,22
3239,35,22
3240,35,23
3241,35,24
3242,35,25
3243,35,26
3244,36,26
3245,37,26
3246,37,25
3247,36,25
3248,36,24
3249,37,24
3250,37,23
3251,36,23
3252,36,22
3253,37,22
3254,38,22
3255,38,23
3256,38,24
3257,38,25
3258,38,26
3259,39,26
3260,39,25
3261,39,24
3262,39,23
3263,39,22
3264,40,22
3265,40,23
3266,40,24
3267,40,25
3268,40,26
3269,41,26
3270,41,25
3271,41,24
3272,41,23
3273,41,22
3274,42,22
3275,42,23
3276,42,24
3277,42,25
3278,42,26
3279,43,26
3280,43,25
3281,43,24
3282,43,23
3283,43,22
3284,44,22
3285,44,23
3286,44,24
3287,44,25
3288,44,26
3289,45,26
3290,46,26
3291,46,25
3292,45,25
3293,45,24
3294,46,24
3295,46,23
3296,45,23
3297,45,22
3298,46,22
3299,47,22
3300,48,22
3301,48,23
3302,47,23
3303,47,24
3304,48,24
3305,48,25
3306,47,25
3307,47,26
3308,48,26
3309,49,26
3310,49,25
3311,49,24
3312,49,23
3313,49,22
3314,50,22
3315,50,23
3316,50,24
3317,50,25
3318,50,26
3319,51,26
3320,52,26
3321,52,25
3322,51,25
3323,51,24
3324,52,24
3325,52,23
3326,51,23
3327,51,22
3328,52,22
3329,53,22
3330,53,23
3331,53,24
3332,53,25
3333,53,26
3334,54,26
3335,54,25
3336,54,24
3337,54,23
3338,54,22
3339,55,22
3340,55,23
3341,55,24
3342,55,25
3343,55,26
3344,56,26
3345,56,27
3346,57,27
3347,57,26
3348,57,25
3349,56,25
3350,56,24
3351,57,24
3352,57,23
3353,56,23
3354,56,22
3355,57,22
3356,58,22
3357,58,23
3358,58,24
3359,58,25
3360,58,26
3361,58,27
3362,59,27
3363,59,26
3364,59,25
3365,60,25
3366,60,26
3367,60,27
3368,61,27
3369,62,27
3370,63,27
3371,63,26
3372,62,26
3373,61,26
3374,61,25
3375,62,25
3376,63,25
3377,63,24
3378,62,24
3379,61,24
3380,60,24
3381,59,24
3382,59,23
3383,59,22
3384,60,22
3385,60,23
3386,61,23
3387,61,22
3388,62,22
3389,62,23
3390,63,23
3391,63,22
3392,63,21
3393,63,20
3394,62,20
3395,62,21
3396,61,21
3397,61,20
3398,60,20
3399,60,21
3400,59,21
3401,59,20
3402,59,19
3403,60,19
3404,61,19
3405,62,19
3406,63,19
3407,63,18
3408,62,18
3409,61,18
3410,61,17
3411,62,17
3412,63,17
3413,63,16
3414,63,15
3415,62,15
3416,62,16
3417,61,16
3418,61,15
3419,60,15
3420,60,16
3421,60,17
3422,60,18
3423,59,18
3424,59,17
3425,59,16
3426,59,15
3427,58,15
3428,58,16
3429,58,17
3430,58,18
3431,58,19
3432,58,20
3433,58,21
3434,57,21
3435,57,20
3436,56,20
3437,56,21
3438,55,21
3439,55,20
3440,55,19
3441,56,19
3442,57,19
3443,57,18
3444,56,18
3445,55,18
3446,55,17
3447,56,17
3448,57,17
3449,57,16
3450,57,15
3451,56,15
3452,56,16
3453,55,16
3454,55,15
3455,54,15
3456,53,15
3457,53,16
3458,54,16
3459,54,17
3460,53,17
3461,53,18
3462,54,18
3463,54,19
3464,53,19
3465,53,20
3466,54,20
3467,54,21
3468,53,21
3469,52,21
3470,52,20
3471,52,19
3472,52,18
3473,52,17
3474,52,16
3475,52,15
3476,51,15
3477,50,15
3478,50,16
3479,51,16
3480,51,17
3481,50,17
3482,50,18
3483,51,18
3484,51,19
3485,50,19
3486,50,20
3487,51,20
3488,51,21
3489,50,21
3490,49,21
3491,49,20
3492,49,19
3493,49,18
3494,49,17
3495,49,16
3496,49,15
3497,48,15
3498,48,16
3499,48,17
3500,48,18
3501,48,19
3502,48,20
3503,48,21
3504,47,21
3505,47,20
3506,47,19
3507,47,18
3508,47,17
3509,47,16
3510,47,15
3511,46,15
3512,46,16
3513,46,17
3514,46,18
3515,46,19
3516,46,20
3517,46,21
3518,45,21
3519,45,20
3520,45,19
3521,45,18
3522,45,17
3523,45,16
3524,45,15
3525,44,15
3526,44,16
3527,44,17
3528,44,18
3529,44,19
3530,44,20
3531,44,21
3532,43,21
3533,43,20
3534,43,19
3535,43,18
3536,43,17
3537,43,16
3538,43,15
3539,42,15
3540,42,16
3541,42,17
3542,42,18
3543,42,19
3544,42,20
3545,42,21
3546,41,21
3547,41,20
3548,41,19
3549,41,18
3550,41,17
3551,41,16
3552,40,16
3553,40,17
3554,40,18
3555,40,19
3556,40,20
3557,40,21
3558,39,21
3559,39,20
3560,39,19
3561,39,18
3562,39,17
3563,39,16
3564,38,16
3565,38,17
3566,38,18
3567,38,19
3568,38,20
3569,38,21
3570,37,21
3571,37,20
3572,37,19
3573,37,18
3574,37,17
3575,37,16
3576,36,16
3577,36,17
3578,36,18
3579,36,19
3580,36,20
3581,36,21
3582,35,21
3583,35,20
3584,35,19
3585,34,19
3586,34,20
3587,34,21
3588,33,21
3589,32,21
3590,32,20
3591,33,20
3592,33,19
3593,32,19
3594,32,18
3595,33,18
3596,34,18
3597,35,18
3598,35,17
3599,34,17
3600,33,17
3601,32,17
3602,32,16
3603,33,16
3604,34,16
3605,35,16
3606,35,15
3607,34,15
3608,33,15
3609,32,15
3610,32,14
3611,33,14
3612,33,13
3613,32,13
3614,32,12
3615,33,12
3616,34,12
3617,34,13
3618,34,14
3619,35,14
3620,35,13
3621,35,12
3622,36,12
3623,36,13
3624,36,14
3625,36,15
3626,37,15
3627,37,14
3628,37,13
3629,37,12
3630,38,12
3631,38,13
3632,38,14
3633,38,15
3634,39,15
3635,39,14
3636,40,14
3637,40,15
3638,41,15
3639,41,14
3640,41,13
3641,40,13
3642,39,13
3643,39,12
3644,40,12
3645,41,12
3646,41,11
3647,40,11
3648,40,10
3649,41,10
3650,41,9
3651,40,9
3652,39,9
3653,39,10
3654,39,11
3655,38,11
3656,38,10
3657,38,9
3658,37,9
3659,37,10
3660,37,11
3661,36,11
3662,36,10
3663,36,9
3664,35,9
3665,35,10
3666,35,11
3667,34,11
3668,33,11
3669,32,11
3670,32,10
3671,33,10
3672,34,10
3673,34,9
3674,33,9
3675,32,9
3676,32,8
3677,33,8
3678,34,8
3679,34,7
3680,33,7
3681,32,7
3682,32,6
3683,33,6
3684,34,6
3685,35,6
3686,35,7
3687,35,8
3688,36,8
3689,36,7
3690,36,6
3691,37,6
3692,37,7
3693,37,8
3694,38,8
3695,39,8
3696,40,8
3697,40,7
3698,39,7
3699,38,7
3700,38,6
3701,39,6
3702,40,6
3703,40,5
3704,39,5
3705,38,5
3706,37,5
3707,36,5
3708,35,5
3709,34,5
3710,33,5
3711,32,5
3712,32,4
3713,33,4
3714,34,4
3715,34,3
3716,33,3
3717,32,3
3718,32,2
3719,32,1
3720,32,0
3721,33,0
3722,33,1
3723,33,2
3724,34,2
3725,34,1
3726,34,0
3727,35,0
3728,35,1
3729,35,2
3730,35,3
3731,35,4
3732,36,4
3733,36,3
3734,36,2
3735,36,1
3736,36,0
3737,37,0
3738,37,1
3739,37,2
3740,37,3
3741,37,4
3742,38,4
3743,38,3
3744,38,2
3745,38,1
3746,38,0
3747,39,0
3748,39,1
3749,39,2
3750,39,3
3751,39,4
3752,40,4
3753,40,3
3754,40,2
3755,40,1
3756,40,0
3757,41,0
3758,41,1
3759,41,2
3760,41,3
3761,41,4
3762,42,4
3763,42,3
3764,42,2
3765,42,1
3766,42,0
3767,43,0
3768,43,1
3769,43,2
3770,44,2
3771,44,1
3772,44,0
3773,45,0
3774,45,1
3775,45,2
3776,45,3
3777,44,3
3778,43,3
3779,43,4
3780,44,4
3781,45,4
3782,45,5
3783,44,5
3784,43,5
3785,42,5
3786,41,5
3787,41,6
3788,42,6
3789,43,6
3790,44,6
3791,45,6
3792,45,7
3793,44,7
3794,43,7
3795,42,7
3796,41,7
3797,41,8
3798,42,8
3799,43,8
3800,44,8
3801,45,8
3802,45,9
3803,44,9
3804,43,9
3805,42,9
3806,42,10
3807,43,10
3808,44,10
3809,45,10
3810,45,11
3811,44,11
3812,43,11
3813,42,11
3814,42,12
3815,43,12
3816,43,13
3817,42,13
3818,42,14
3819,43,14
3820,44,14
3821,44,13
3822,44,12
3823,45,12
3824,45,13
3825,45,14
3826,46,14
3827,47,14
3828,47,13
3829,46,13
3830,46,12
3831,47,12
3832,47,11
3833,46,11
3834,46,10
3835,47,10
3836,48,10
3837,48,11
3838,48,12
3839,48,13
3840,48,14
3841,49,14
3842,49,13
3843,50,13
3844,50,14
3845,51,14
3846,51,13
3847,51,12
3848,50,12
3849,49,12
3850,49,11
3851,49,10
3852,50,10
3853,50,11
3854,51,11
3855,51,10
3856,51,9
3857,50,9
3858,49,9
3859,48,9
3860,47,9
3861,46,9
3862,46,8
3863,47,8
3864,48,8
3865,49,8
3866,50,8
3867,51,8
3868,51,7
3869,50,7
3870,49,7
3871,48,7
3872,47,7
3873,46,7
3874,46,6
3875,47,6
3876,48,6
3877,48,5
3878,47,5
3879,46,5
3880,46,4
3881,47,4
3882,48,4
3883,48,3
3884,47,3
3885,46,3
3886,46,2
3887,46,1
3888,46,0
3889,47,0
3890,47,1
3891,47,2
3892,48,2
3893,48,1
3894,48,0
3895,49,0
3896,49,1
3897,49,2
3898,49,3
3899,49,4
3900,49,5
3901,49,6
3902,50,6
3903,51,6
3904,51,5
3905,50,5
3906,50,4
3907,51,4
3908,51,3
3909,50,3
3910,50,2
3911,51,2
3912,51,1
3913,50,1
3914,50,0
3915,51,0
3916,52,0
3917,52,1
3918,52,2
3919,52,3
3920,52,4
3921,53,4
3922,53,3
3923,53,2
3924,53,1
3925,53,0
3926,54,0
3927,54,1
3928,54,2
3929,55,2
3930,55,1
3931,55,0
3932,56,0
3933,56,1
3934,56,2
3935,56,3
3936,55,3
3937,54,3
3938,54,4
3939,55,4
3940,56,4
3941,56,5
3942,55,5
3943,54,5
3944,53,5
3945,52,5
3946,52,6
3947,53,6
3948,54,6
3949,55,6
3950,56,6
3951,56,7
3952,55,7
3953,54,7
3954,53,7
3955,52,7
3956,52,8
3957,52,9
3958,53,9
3959,53,8
3960,54,8
3961,54,9
3962,55,9
3963,55,8
3964,56,8
3965,56,9
3966,56,10
3967,55,10
3968,54,10
3969,53,10
3970,52,10
3971,52,11
3972,53,11
3973,54,11
3974,54,12
3975,53,12
3976,52,12
3977,52,13
3978,52,14
3979,53,14
3980,53,13
3981,54,13
3982,54,14
3983,55,14
3984,55,13
3985,55,12
3986,55,11
3987,56,11
3988,56,12
3989,56,13
3990,56,14
3991,57,14
3992,57,13
3993,57,12
3994,57,11
3995,58,11
3996,58,12
3997,58,13
3998,58,14
3999,59,14
4000,59,13
4001,59,12
4002,59,11
4003,60,11
4004,60,12
4005,60,13
4006,60,14
4007,61,14
4008,61,13
4009,62,13
4010,62,14
4011,63,14
4012,63,13
4013,63,12
4014,62,12
4015,61,12
4016,61,11
4017,62,11
4018,63,11
4019,63,10
4020,63,9
4021,62,9
4022,62,10
4023,61,10
4024,61,9
4025,60,9
4026,60,10
4027,59,10
4028,59,9
4029,58,9
4030,58,10
4031,57,10
4032,57,9
4033,57,8
4034,58,8
4035,59,8
4036,60,8
4037,61,8
4038,62,8
4039,63,8
4040,63,7
4041,63,6
4042,62,6
4043,62,7
4044,61,7
4045,61,6
4046,60,6
4047,60,7
4048,59,7
4049,58,7
4050,57,7
4051,57,6
4052,58,6
4053,59,6
4054,59,5
4055,58,5
4056,57,5
4057,57,4
4058,58,4
4059,59,4
4060,60,4
4061,60,5
4062,61,5
4063,61,4
4064,62,4
4065,62,5
4066,63,5
4067,63,4
4068,63,3
4069,62,3
4070,61,3
4071,60,3
4072,59,3
4073,58,3
4074,57,3
4075,57,2
4076,57,1
4077,57,0
4078,58,0
4079,58,1
4080,58,2
4081,59,2
4082,59,1
4083,59,0
4084,60,0
4085,60,1
4086,60,2
4087,61,2
4088,61,1
4089,61,0
4090,62,0
4091,62,1
4092,62,2
4093,63,2
4094,63,1
4095,63,0
